"fk_vtl_id","timestamp2unix","coordinate","vel_mph"
-63,1202494798,"(-122.0982,37.6515)",56
-63,1202494878,"(-122.0982,37.6515)",49
-63,1202495946,"(-122.0984,37.6515)",39
-63,1202496704,"(-122.0983,37.6515)",61
-63,1202496965,"(-122.0982,37.6515)",53
-63,1202498930,"(-122.0982,37.6515)",49
-63,1202499956,"(-122.0982,37.6515)",52
-63,1202500088,"(-122.0983,37.6515)",65
-62,1202494580,"(-122.0963,37.6485)",61
-62,1202494617,"(-122.0965,37.6485)",49
-62,1202494627,"(-122.0963,37.6485)",58
-62,1202494644,"(-122.0963,37.6485)",60
-62,1202494731,"(-122.0963,37.6485)",62
-62,1202494783,"(-122.0963,37.6485)",57
-62,1202494785,"(-122.0963,37.6485)",59
-62,1202494861,"(-122.0963,37.6485)",53
-62,1202494865,"(-122.0963,37.6486)",53
-62,1202495714,"(-122.0963,37.6485)",61
-62,1202495725,"(-122.0963,37.6485)",55
-62,1202495923,"(-122.0964,37.6485)",51
-62,1202496131,"(-122.0963,37.6485)",64
-62,1202496436,"(-122.0963,37.6485)",69
-62,1202496691,"(-122.0964,37.6485)",64
-62,1202496701,"(-122.0963,37.6485)",62
-62,1202496733,"(-122.0963,37.6485)",48
-62,1202496742,"(-122.0963,37.6485)",52
-62,1202496874,"(-122.0963,37.6485)",61
-62,1202496950,"(-122.0963,37.6485)",57
-62,1202496959,"(-122.0963,37.6485)",52
-62,1202496992,"(-122.0963,37.6485)",53
-62,1202497002,"(-122.0963,37.6485)",57
-62,1202497044,"(-122.0964,37.6485)",55
-62,1202497098,"(-122.0963,37.6485)",46
-62,1202497141,"(-122.0963,37.6485)",51
-62,1202497196,"(-122.0963,37.6485)",50
-62,1202497268,"(-122.0963,37.6485)",58
-62,1202497295,"(-122.0963,37.6486)",56
-62,1202497543,"(-122.0963,37.6485)",50
-62,1202497571,"(-122.0963,37.6485)",58
-62,1202497792,"(-122.0963,37.6485)",60
-62,1202498065,"(-122.0963,37.6485)",50
-62,1202498172,"(-122.0963,37.6485)",54
-62,1202498228,"(-122.0963,37.6485)",49
-62,1202498296,"(-122.0963,37.6485)",51
-62,1202498332,"(-122.0963,37.6485)",56
-62,1202498434,"(-122.0963,37.6485)",57
-62,1202498497,"(-122.0963,37.6486)",59
-62,1202498535,"(-122.0963,37.6485)",56
-62,1202498897,"(-122.0964,37.6485)",61
-62,1202498913,"(-122.0964,37.6485)",53
-62,1202499289,"(-122.0963,37.6485)",60
-62,1202499368,"(-122.0963,37.6485)",42
-62,1202499504,"(-122.0963,37.6486)",53
-62,1202499516,"(-122.0963,37.6485)",49
-62,1202499586,"(-122.0963,37.6485)",51
-62,1202499646,"(-122.0963,37.6485)",50
-62,1202499678,"(-122.0963,37.6485)",58
-62,1202499700,"(-122.0963,37.6485)",55
-62,1202499941,"(-122.0963,37.6485)",54
-62,1202500076,"(-122.0964,37.6485)",63
-62,1202500078,"(-122.0963,37.6486)",59
-62,1202500208,"(-122.0963,37.6486)",49
-62,1202500312,"(-122.0963,37.6485)",54
-62,1202500338,"(-122.0963,37.6486)",50
-62,1202500368,"(-122.0963,37.6485)",59
-62,1202500470,"(-122.0963,37.6485)",54
-62,1202500492,"(-122.0963,37.6485)",56
-62,1202500706,"(-122.0963,37.6485)",48
-62,1202500749,"(-122.0963,37.6485)",51
-62,1202500770,"(-122.0963,37.6486)",47
-62,1202500852,"(-122.0963,37.6485)",60
-62,1202500978,"(-122.0963,37.6485)",47
-62,1202500979,"(-122.0963,37.6485)",45
-62,1202500980,"(-122.0963,37.6485)",47
-62,1202501110,"(-122.0963,37.6486)",55
-62,1202501239,"(-122.0963,37.6485)",42
-62,1202501269,"(-122.0963,37.6486)",44
-62,1202501555,"(-122.0963,37.6486)",49
-62,1202501573,"(-122.0963,37.6486)",54
-62,1202501660,"(-122.0963,37.6486)",59
-62,1202501670,"(-122.0962,37.6486)",53
-62,1202501731,"(-122.0963,37.6485)",57
-62,1202501885,"(-122.0963,37.6485)",50
-62,1202501900,"(-122.0963,37.6486)",48
-62,1202502003,"(-122.0963,37.6485)",54
-62,1202502064,"(-122.0963,37.6485)",63
-62,1202502254,"(-122.0963,37.6485)",52
-62,1202502413,"(-122.0963,37.6485)",60
-62,1202502427,"(-122.0963,37.6486)",52
-62,1202502434,"(-122.0963,37.6486)",55
-62,1202502547,"(-122.0963,37.6485)",55
-62,1202502663,"(-122.0963,37.6486)",53
-62,1202502700,"(-122.0963,37.6485)",57
-62,1202502907,"(-122.0963,37.6486)",49
-62,1202502910,"(-122.0963,37.6486)",57
-62,1202502967,"(-122.0963,37.6485)",50
-62,1202502981,"(-122.0963,37.6486)",51
-62,1202503138,"(-122.0963,37.6486)",53
-62,1202503150,"(-122.0963,37.6485)",54
-62,1202503215,"(-122.0963,37.6485)",45
-62,1202503325,"(-122.0963,37.6485)",59
-62,1202503474,"(-122.0963,37.6485)",53
-62,1202503696,"(-122.0963,37.6485)",53
-62,1202503875,"(-122.0963,37.6485)",62
-62,1202503939,"(-122.0963,37.6486)",58
-62,1202504059,"(-122.0963,37.6486)",56
-62,1202504069,"(-122.0963,37.6485)",66
-62,1202504106,"(-122.0963,37.6486)",52
-62,1202504268,"(-122.0963,37.6485)",53
-62,1202504297,"(-122.0963,37.6485)",56
-62,1202504333,"(-122.0963,37.6485)",57
-62,1202504411,"(-122.0963,37.6485)",67
-62,1202504507,"(-122.0963,37.6485)",57
-62,1202504687,"(-122.0963,37.6486)",56
-62,1202504705,"(-122.0963,37.6485)",55
-62,1202504760,"(-122.0963,37.6485)",58
-62,1202504783,"(-122.0963,37.6485)",51
-62,1202504812,"(-122.0963,37.6485)",58
-62,1202505110,"(-122.0963,37.6485)",56
-62,1202505122,"(-122.0963,37.6485)",60
-62,1202505124,"(-122.0963,37.6485)",55
-62,1202505160,"(-122.0963,37.6486)",60
-62,1202505164,"(-122.0963,37.6486)",53
-62,1202505292,"(-122.0963,37.6485)",49
-62,1202505393,"(-122.0963,37.6486)",48
-62,1202505417,"(-122.0963,37.6486)",56
-62,1202505421,"(-122.0963,37.6485)",51
-62,1202505436,"(-122.0963,37.6485)",62
-62,1202505478,"(-122.0963,37.6485)",54
-62,1202505520,"(-122.0963,37.6485)",49
-62,1202506021,"(-122.0963,37.6485)",49
-62,1202506060,"(-122.0963,37.6485)",55
-62,1202506216,"(-122.0963,37.6486)",53
-62,1202506247,"(-122.0963,37.6485)",55
-62,1202506263,"(-122.0963,37.6485)",54
-62,1202506311,"(-122.0963,37.6485)",55
-62,1202506522,"(-122.0963,37.6485)",50
-62,1202506534,"(-122.0963,37.6486)",52
-62,1202506540,"(-122.0963,37.6485)",53
-62,1202506618,"(-122.0963,37.6485)",50
-62,1202506630,"(-122.0963,37.6485)",54
-62,1202506766,"(-122.0963,37.6485)",58
-62,1202506795,"(-122.0963,37.6486)",62
-62,1202506871,"(-122.0963,37.6486)",53
-62,1202506874,"(-122.0963,37.6486)",54
-62,1202506892,"(-122.0963,37.6485)",55
-62,1202506894,"(-122.0963,37.6486)",52
-62,1202506947,"(-122.0963,37.6485)",50
-62,1202507011,"(-122.0963,37.6485)",52
-62,1202507070,"(-122.0963,37.6485)",60
-62,1202507136,"(-122.0963,37.6486)",54
-62,1202507279,"(-122.0963,37.6485)",54
-62,1202507293,"(-122.0963,37.6485)",59
-62,1202507356,"(-122.0963,37.6485)",53
-62,1202507372,"(-122.0963,37.6485)",54
-62,1202507463,"(-122.0963,37.6486)",51
-62,1202507588,"(-122.0963,37.6485)",58
-62,1202507599,"(-122.0963,37.6485)",56
-62,1202507697,"(-122.0963,37.6485)",51
-62,1202507721,"(-122.0963,37.6485)",49
-62,1202507727,"(-122.0963,37.6486)",44
-62,1202507813,"(-122.0963,37.6485)",53
-62,1202507826,"(-122.0964,37.6485)",49
-62,1202507841,"(-122.0963,37.6485)",51
-62,1202507882,"(-122.0963,37.6485)",53
-62,1202507947,"(-122.0963,37.6485)",57
-62,1202508038,"(-122.0963,37.6486)",64
-62,1202508081,"(-122.0963,37.6486)",56
-62,1202508154,"(-122.0963,37.6485)",51
-62,1202508300,"(-122.0963,37.6485)",55
-62,1202508330,"(-122.0963,37.6486)",55
-62,1202508341,"(-122.0963,37.6486)",52
-62,1202508426,"(-122.0963,37.6485)",57
-62,1202508465,"(-122.0963,37.6486)",50
-62,1202508521,"(-122.0963,37.6486)",54
-62,1202508572,"(-122.0963,37.6485)",51
-62,1202508643,"(-122.0963,37.6485)",53
-62,1202508665,"(-122.0963,37.6485)",59
-62,1202508742,"(-122.0964,37.6485)",53
-62,1202508749,"(-122.0963,37.6485)",60
-62,1202508846,"(-122.0963,37.6485)",57
-62,1202508849,"(-122.0963,37.6486)",53
-62,1202508937,"(-122.0963,37.6486)",58
-62,1202508959,"(-122.0963,37.6485)",49
-62,1202509076,"(-122.0963,37.6486)",48
-62,1202509333,"(-122.0963,37.6485)",53
-62,1202509408,"(-122.0963,37.6486)",46
-62,1202509427,"(-122.0963,37.6486)",53
-62,1202509445,"(-122.0963,37.6485)",46
-62,1202509506,"(-122.0963,37.6486)",61
-62,1202509518,"(-122.0963,37.6485)",58
-62,1202509603,"(-122.0963,37.6485)",61
-62,1202509656,"(-122.0963,37.6486)",55
-62,1202509790,"(-122.0963,37.6485)",50
-62,1202509802,"(-122.0964,37.6485)",49
-62,1202509811,"(-122.0963,37.6486)",48
-62,1202510014,"(-122.0963,37.6485)",45
-62,1202510196,"(-122.0963,37.6486)",50
-62,1202510416,"(-122.0963,37.6486)",53
-62,1202510429,"(-122.0963,37.6486)",49
-62,1202510446,"(-122.0963,37.6485)",49
-62,1202510484,"(-122.0963,37.6485)",43
-62,1202510512,"(-122.0963,37.6486)",51
-62,1202510513,"(-122.0964,37.6485)",52
-62,1202510517,"(-122.0963,37.6485)",51
-62,1202510698,"(-122.0963,37.6485)",46
-62,1202510719,"(-122.0963,37.6485)",58
-62,1202510805,"(-122.0963,37.6486)",59
-62,1202510905,"(-122.0963,37.6486)",56
-62,1202511071,"(-122.0963,37.6485)",56
-62,1202511275,"(-122.0963,37.6486)",54
-62,1202511326,"(-122.0963,37.6486)",56
-62,1202511421,"(-122.0963,37.6485)",56
-62,1202511518,"(-122.0963,37.6485)",54
-62,1202511528,"(-122.0963,37.6485)",51
-62,1202511557,"(-122.0963,37.6486)",46
-62,1202511570,"(-122.0963,37.6485)",47
-62,1202511699,"(-122.0963,37.6485)",55
-62,1202511704,"(-122.0963,37.6485)",58
-62,1202511807,"(-122.0963,37.6485)",46
-62,1202511966,"(-122.0963,37.6485)",43
-62,1202512092,"(-122.0963,37.6486)",52
-62,1202512197,"(-122.0963,37.6485)",50
-62,1202512322,"(-122.0963,37.6486)",55
-62,1202512380,"(-122.0963,37.6486)",52
-62,1202512507,"(-122.0963,37.6486)",49
-62,1202512593,"(-122.0963,37.6485)",55
-62,1202512760,"(-122.0963,37.6485)",53
-62,1202512905,"(-122.0963,37.6485)",48
-62,1202512916,"(-122.0963,37.6486)",46
-62,1202512949,"(-122.0963,37.6486)",49
-62,1202513134,"(-122.0963,37.6485)",52
-62,1202513359,"(-122.0963,37.6486)",54
-62,1202513379,"(-122.0963,37.6485)",56
-62,1202513991,"(-122.0963,37.6485)",51
-62,1202514065,"(-122.0962,37.6486)",51
-62,1202514153,"(-122.0963,37.6486)",54
-62,1202514176,"(-122.0963,37.6485)",52
-62,1202514200,"(-122.0963,37.6485)",52
-62,1202514290,"(-122.0963,37.6486)",49
-62,1202514305,"(-122.0963,37.6485)",46
-62,1202514414,"(-122.0963,37.6485)",48
-62,1202514572,"(-122.0963,37.6485)",39
-62,1202514584,"(-122.0963,37.6485)",42
-62,1202514622,"(-122.0964,37.6485)",25
-62,1202514754,"(-122.0963,37.6486)",34
-62,1202514758,"(-122.0963,37.6485)",40
-62,1202514900,"(-122.0963,37.6485)",40
-62,1202514910,"(-122.0963,37.6485)",42
-62,1202514924,"(-122.0963,37.6485)",44
-62,1202515048,"(-122.0963,37.6486)",45
-62,1202515114,"(-122.0964,37.6485)",31
-62,1202515174,"(-122.0963,37.6485)",32
-62,1202515381,"(-122.0963,37.6485)",55
-62,1202515493,"(-122.0963,37.6485)",48
-62,1202515544,"(-122.0963,37.6485)",48
-62,1202515572,"(-122.0963,37.6486)",51
-62,1202515631,"(-122.0963,37.6486)",50
-62,1202515767,"(-122.0963,37.6485)",51
-62,1202515772,"(-122.0963,37.6485)",51
-62,1202515776,"(-122.0963,37.6485)",60
-62,1202515786,"(-122.0963,37.6485)",62
-62,1202516016,"(-122.0963,37.6485)",54
-62,1202516035,"(-122.0963,37.6485)",56
-62,1202516107,"(-122.0963,37.6485)",48
-62,1202516117,"(-122.0963,37.6486)",52
-62,1202516121,"(-122.0963,37.6486)",49
-62,1202516317,"(-122.0963,37.6486)",52
-62,1202516356,"(-122.0963,37.6485)",54
-62,1202516388,"(-122.0963,37.6486)",51
-62,1202516422,"(-122.0963,37.6486)",59
-62,1202516423,"(-122.0963,37.6485)",60
-62,1202516495,"(-122.0963,37.6485)",54
-62,1202516588,"(-122.0963,37.6485)",56
-62,1202516642,"(-122.0963,37.6485)",52
-62,1202516841,"(-122.0963,37.6486)",51
-62,1202516990,"(-122.0963,37.6485)",59
-62,1202517159,"(-122.0963,37.6485)",47
-62,1202517292,"(-122.0963,37.6485)",54
-62,1202517320,"(-122.0963,37.6486)",52
-62,1202517430,"(-122.0963,37.6486)",62
-62,1202517492,"(-122.0963,37.6486)",51
-62,1202517550,"(-122.0963,37.6485)",54
-62,1202517603,"(-122.0963,37.6485)",53
-62,1202517726,"(-122.0963,37.6486)",56
-62,1202517788,"(-122.0963,37.6485)",49
-62,1202517796,"(-122.0963,37.6485)",48
-62,1202517871,"(-122.0962,37.6486)",58
-62,1202517889,"(-122.0963,37.6486)",51
-62,1202517909,"(-122.0963,37.6486)",58
-62,1202517952,"(-122.0963,37.6486)",52
-62,1202517968,"(-122.0963,37.6485)",52
-62,1202518057,"(-122.0963,37.6485)",50
-62,1202518086,"(-122.0963,37.6486)",49
-62,1202518147,"(-122.0963,37.6485)",51
-62,1202518202,"(-122.0963,37.6485)",51
-62,1202518355,"(-122.0963,37.6485)",51
-62,1202518451,"(-122.0963,37.6485)",54
-62,1202518505,"(-122.0963,37.6485)",55
-62,1202518687,"(-122.0963,37.6485)",47
-62,1202518847,"(-122.0963,37.6485)",54
-62,1202518883,"(-122.0963,37.6485)",49
-62,1202518886,"(-122.0963,37.6485)",51
-62,1202518897,"(-122.0963,37.6485)",53
-62,1202519072,"(-122.0963,37.6485)",56
-62,1202519113,"(-122.0963,37.6486)",50
-62,1202519169,"(-122.0963,37.6486)",47
-62,1202519226,"(-122.0963,37.6486)",42
-62,1202519306,"(-122.0963,37.6485)",49
-62,1202519409,"(-122.0963,37.6485)",59
-62,1202519538,"(-122.0963,37.6486)",47
-62,1202519614,"(-122.0963,37.6486)",46
-62,1202519782,"(-122.0963,37.6485)",38
-62,1202519787,"(-122.0963,37.6485)",42
-62,1202519819,"(-122.0963,37.6485)",44
-62,1202520318,"(-122.0963,37.6485)",51
-62,1202520535,"(-122.0963,37.6485)",49
-62,1202520630,"(-122.0963,37.6485)",54
-62,1202520689,"(-122.0963,37.6485)",52
-62,1202521005,"(-122.0963,37.6485)",56
-62,1202521077,"(-122.0963,37.6485)",48
-62,1202521158,"(-122.0963,37.6485)",48
-62,1202521197,"(-122.0963,37.6485)",52
-62,1202521220,"(-122.0963,37.6485)",47
-62,1202521269,"(-122.0963,37.6485)",50
-62,1202521429,"(-122.0963,37.6485)",47
-62,1202521568,"(-122.0963,37.6486)",48
-62,1202521741,"(-122.0963,37.6485)",49
-62,1202521865,"(-122.0963,37.6485)",47
-62,1202521895,"(-122.0963,37.6485)",43
-62,1202521977,"(-122.0963,37.6485)",57
-62,1202522025,"(-122.0963,37.6485)",47
-62,1202522039,"(-122.0963,37.6485)",52
-62,1202522078,"(-122.0963,37.6485)",50
-62,1202522130,"(-122.0963,37.6485)",43
-62,1202522210,"(-122.0963,37.6486)",55
-62,1202522314,"(-122.0963,37.6486)",52
-61,1202494571,"(-122.0949,37.6466)",63
-61,1202494606,"(-122.0951,37.6465)",57
-61,1202494618,"(-122.0949,37.6466)",60
-61,1202494635,"(-122.0949,37.6466)",60
-61,1202494723,"(-122.0949,37.6466)",65
-61,1202494773,"(-122.095,37.6466)",59
-61,1202494776,"(-122.095,37.6466)",59
-61,1202494850,"(-122.0949,37.6466)",55
-61,1202494855,"(-122.0949,37.6466)",55
-61,1202495706,"(-122.0949,37.6466)",60
-61,1202495715,"(-122.0949,37.6466)",57
-61,1202495912,"(-122.0951,37.6465)",54
-61,1202496122,"(-122.0949,37.6466)",65
-61,1202496428,"(-122.095,37.6466)",69
-61,1202496683,"(-122.095,37.6466)",64
-61,1202496692,"(-122.095,37.6465)",62
-61,1202496722,"(-122.0949,37.6466)",50
-61,1202496732,"(-122.0949,37.6466)",54
-61,1202496865,"(-122.0949,37.6466)",60
-61,1202496940,"(-122.0949,37.6466)",57
-61,1202496948,"(-122.0949,37.6466)",52
-61,1202496982,"(-122.095,37.6466)",53
-61,1202496992,"(-122.095,37.6466)",58
-61,1202497034,"(-122.095,37.6465)",53
-61,1202497087,"(-122.0949,37.6466)",45
-61,1202497130,"(-122.0949,37.6466)",52
-61,1202497185,"(-122.0949,37.6466)",50
-61,1202497258,"(-122.0949,37.6466)",58
-61,1202497285,"(-122.0949,37.6466)",56
-61,1202497532,"(-122.095,37.6465)",52
-61,1202497561,"(-122.0949,37.6466)",60
-61,1202497783,"(-122.095,37.6465)",60
-61,1202498053,"(-122.0949,37.6466)",51
-61,1202498162,"(-122.0949,37.6466)",55
-61,1202498217,"(-122.095,37.6465)",51
-61,1202498285,"(-122.0949,37.6466)",52
-61,1202498322,"(-122.0949,37.6466)",59
-61,1202498424,"(-122.095,37.6466)",59
-61,1202498488,"(-122.0949,37.6466)",59
-61,1202498526,"(-122.0949,37.6466)",56
-61,1202498888,"(-122.095,37.6465)",60
-61,1202498903,"(-122.095,37.6465)",55
-61,1202499279,"(-122.095,37.6466)",61
-61,1202499354,"(-122.0949,37.6466)",41
-61,1202499494,"(-122.0949,37.6466)",54
-61,1202499505,"(-122.0949,37.6466)",49
-61,1202499576,"(-122.0949,37.6466)",51
-61,1202499635,"(-122.0949,37.6466)",52
-61,1202499669,"(-122.0949,37.6466)",58
-61,1202499690,"(-122.0949,37.6466)",54
-61,1202499930,"(-122.0949,37.6466)",54
-61,1202500067,"(-122.095,37.6465)",61
-61,1202500069,"(-122.0949,37.6466)",60
-61,1202500197,"(-122.0949,37.6466)",49
-61,1202500302,"(-122.0949,37.6466)",55
-61,1202500326,"(-122.0949,37.6466)",51
-61,1202500358,"(-122.0949,37.6466)",61
-61,1202500460,"(-122.0949,37.6466)",55
-61,1202500483,"(-122.0949,37.6466)",56
-61,1202500695,"(-122.095,37.6466)",51
-61,1202500738,"(-122.0949,37.6466)",49
-61,1202500758,"(-122.0949,37.6466)",50
-61,1202500843,"(-122.0949,37.6466)",60
-61,1202500966,"(-122.0949,37.6466)",49
-61,1202500967,"(-122.0949,37.6466)",45
-61,1202500969,"(-122.0949,37.6466)",50
-61,1202501100,"(-122.0949,37.6466)",55
-61,1202501226,"(-122.0949,37.6466)",46
-61,1202501256,"(-122.0949,37.6466)",48
-61,1202501544,"(-122.0949,37.6466)",48
-61,1202501563,"(-122.0949,37.6466)",55
-61,1202501651,"(-122.0949,37.6466)",63
-61,1202501722,"(-122.095,37.6466)",58
-61,1202501874,"(-122.095,37.6466)",49
-61,1202501888,"(-122.0949,37.6466)",49
-61,1202501993,"(-122.095,37.6465)",56
-61,1202502055,"(-122.0949,37.6466)",63
-61,1202502243,"(-122.0949,37.6466)",50
-61,1202502404,"(-122.0949,37.6466)",59
-61,1202502416,"(-122.0949,37.6466)",49
-61,1202502425,"(-122.0949,37.6466)",55
-61,1202502537,"(-122.095,37.6466)",54
-61,1202502653,"(-122.0949,37.6466)",53
-61,1202502691,"(-122.0949,37.6466)",58
-61,1202502895,"(-122.0949,37.6466)",49
-61,1202502900,"(-122.0949,37.6466)",62
-61,1202502957,"(-122.095,37.6466)",54
-61,1202502971,"(-122.0949,37.6466)",53
-61,1202503128,"(-122.0949,37.6466)",54
-61,1202503140,"(-122.0949,37.6466)",56
-61,1202503204,"(-122.0949,37.6466)",49
-61,1202503315,"(-122.095,37.6465)",60
-61,1202503463,"(-122.0949,37.6466)",54
-61,1202503685,"(-122.0949,37.6466)",55
-61,1202503866,"(-122.0949,37.6466)",60
-61,1202503930,"(-122.0949,37.6466)",60
-61,1202504049,"(-122.0949,37.6466)",56
-61,1202504060,"(-122.0949,37.6466)",72
-61,1202504096,"(-122.0949,37.6466)",53
-61,1202504258,"(-122.0949,37.6466)",54
-61,1202504288,"(-122.0949,37.6466)",56
-61,1202504324,"(-122.095,37.6465)",59
-61,1202504403,"(-122.095,37.6466)",69
-61,1202504497,"(-122.0949,37.6466)",58
-61,1202504677,"(-122.0949,37.6466)",56
-61,1202504750,"(-122.0949,37.6466)",58
-61,1202504772,"(-122.0949,37.6466)",49
-61,1202504802,"(-122.0949,37.6466)",56
-61,1202505100,"(-122.0949,37.6466)",58
-61,1202505113,"(-122.095,37.6466)",60
-61,1202505114,"(-122.0949,37.6466)",56
-61,1202505151,"(-122.0949,37.6466)",61
-61,1202505154,"(-122.0949,37.6466)",52
-61,1202505280,"(-122.0949,37.6466)",53
-61,1202505382,"(-122.0949,37.6466)",48
-61,1202505408,"(-122.0949,37.6466)",57
-61,1202505410,"(-122.0949,37.6466)",56
-61,1202505427,"(-122.0949,37.6466)",63
-61,1202505467,"(-122.0949,37.6466)",59
-61,1202505509,"(-122.0949,37.6466)",50
-61,1202506009,"(-122.0949,37.6466)",50
-61,1202506051,"(-122.095,37.6466)",56
-61,1202506206,"(-122.0949,37.6466)",55
-61,1202506237,"(-122.095,37.6465)",57
-61,1202506252,"(-122.095,37.6465)",52
-61,1202506301,"(-122.0949,37.6466)",54
-61,1202506511,"(-122.0949,37.6466)",50
-61,1202506523,"(-122.0949,37.6466)",57
-61,1202506530,"(-122.0949,37.6466)",58
-61,1202506606,"(-122.0949,37.6466)",54
-61,1202506619,"(-122.0949,37.6466)",54
-61,1202506757,"(-122.0949,37.6466)",60
-61,1202506787,"(-122.0949,37.6466)",62
-61,1202506860,"(-122.0949,37.6466)",56
-61,1202506864,"(-122.0949,37.6466)",55
-61,1202506883,"(-122.0949,37.6466)",53
-61,1202506883,"(-122.0949,37.6466)",57
-61,1202506936,"(-122.0949,37.6466)",52
-61,1202507000,"(-122.0949,37.6466)",52
-61,1202507061,"(-122.0949,37.6466)",59
-61,1202507126,"(-122.0949,37.6466)",54
-61,1202507270,"(-122.0949,37.6466)",54
-61,1202507285,"(-122.0949,37.6466)",60
-61,1202507345,"(-122.0949,37.6466)",51
-61,1202507361,"(-122.0949,37.6466)",53
-61,1202507452,"(-122.0949,37.6466)",50
-61,1202507579,"(-122.0949,37.6466)",61
-61,1202507589,"(-122.095,37.6465)",57
-61,1202507686,"(-122.0949,37.6466)",53
-61,1202507709,"(-122.0949,37.6466)",51
-61,1202507714,"(-122.0949,37.6466)",45
-61,1202507803,"(-122.0949,37.6466)",53
-61,1202507815,"(-122.095,37.6466)",49
-61,1202507830,"(-122.0949,37.6466)",53
-61,1202507872,"(-122.095,37.6466)",54
-61,1202507938,"(-122.0949,37.6466)",59
-61,1202508029,"(-122.0949,37.6466)",66
-61,1202508071,"(-122.0949,37.6466)",57
-61,1202508143,"(-122.0949,37.6466)",52
-61,1202508290,"(-122.0949,37.6466)",54
-61,1202508320,"(-122.0949,37.6466)",56
-61,1202508330,"(-122.0949,37.6466)",51
-61,1202508417,"(-122.0949,37.6466)",60
-61,1202508454,"(-122.0949,37.6466)",49
-61,1202508511,"(-122.0949,37.6466)",57
-61,1202508562,"(-122.0949,37.6466)",51
-61,1202508633,"(-122.0949,37.6466)",52
-61,1202508656,"(-122.0949,37.6466)",61
-61,1202508732,"(-122.095,37.6465)",56
-61,1202508739,"(-122.0949,37.6466)",63
-61,1202508836,"(-122.095,37.6465)",60
-61,1202508838,"(-122.0949,37.6466)",52
-61,1202508927,"(-122.0949,37.6466)",59
-61,1202508946,"(-122.0949,37.6466)",52
-61,1202509064,"(-122.0949,37.6466)",49
-61,1202509323,"(-122.0949,37.6466)",53
-61,1202509397,"(-122.0949,37.6466)",49
-61,1202509416,"(-122.0949,37.6466)",55
-61,1202509432,"(-122.0949,37.6466)",50
-61,1202509498,"(-122.0949,37.6466)",63
-61,1202509509,"(-122.0949,37.6466)",60
-61,1202509594,"(-122.0949,37.6466)",61
-61,1202509646,"(-122.0949,37.6466)",55
-61,1202509778,"(-122.0949,37.6466)",52
-61,1202509790,"(-122.095,37.6465)",58
-61,1202509799,"(-122.0949,37.6466)",49
-61,1202510002,"(-122.0949,37.6466)",49
-61,1202510185,"(-122.0949,37.6466)",52
-61,1202510406,"(-122.0949,37.6466)",53
-61,1202510417,"(-122.0949,37.6466)",48
-61,1202510436,"(-122.0949,37.6466)",50
-61,1202510470,"(-122.0949,37.6466)",48
-61,1202510501,"(-122.0949,37.6466)",53
-61,1202510502,"(-122.095,37.6465)",52
-61,1202510507,"(-122.0949,37.6466)",51
-61,1202510687,"(-122.0949,37.6466)",53
-61,1202510709,"(-122.0949,37.6466)",56
-61,1202510796,"(-122.0949,37.6466)",58
-61,1202510895,"(-122.0949,37.6466)",55
-61,1202511062,"(-122.0949,37.6466)",57
-61,1202511264,"(-122.0949,37.6466)",54
-61,1202511316,"(-122.0949,37.6466)",59
-61,1202511411,"(-122.0949,37.6466)",58
-61,1202511508,"(-122.0949,37.6466)",54
-61,1202511517,"(-122.0949,37.6466)",54
-61,1202511546,"(-122.0949,37.6466)",49
-61,1202511559,"(-122.0949,37.6466)",50
-61,1202511689,"(-122.0949,37.6466)",58
-61,1202511694,"(-122.0949,37.6466)",56
-61,1202511795,"(-122.0949,37.6466)",51
-61,1202511953,"(-122.0949,37.6466)",43
-61,1202512082,"(-122.0949,37.6466)",54
-61,1202512187,"(-122.0949,37.6466)",51
-61,1202512313,"(-122.0949,37.6466)",55
-61,1202512369,"(-122.0949,37.6466)",53
-61,1202512496,"(-122.0949,37.6466)",50
-61,1202512583,"(-122.0949,37.6466)",55
-61,1202512749,"(-122.0949,37.6466)",53
-61,1202512893,"(-122.0949,37.6466)",47
-61,1202512904,"(-122.0949,37.6466)",44
-61,1202512937,"(-122.0949,37.6466)",53
-61,1202513123,"(-122.0949,37.6466)",51
-61,1202513349,"(-122.0949,37.6466)",54
-61,1202513369,"(-122.095,37.6466)",56
-61,1202513981,"(-122.095,37.6466)",53
-61,1202514142,"(-122.0949,37.6466)",53
-61,1202514166,"(-122.0949,37.6466)",51
-61,1202514190,"(-122.0949,37.6466)",50
-61,1202514279,"(-122.0949,37.6466)",49
-61,1202514293,"(-122.0949,37.6466)",47
-61,1202514402,"(-122.0949,37.6466)",50
-61,1202514558,"(-122.095,37.6466)",47
-61,1202514571,"(-122.0949,37.6466)",49
-61,1202514601,"(-122.095,37.6465)",41
-61,1202514738,"(-122.0949,37.6466)",39
-61,1202514743,"(-122.0949,37.6466)",50
-61,1202514886,"(-122.0949,37.6466)",44
-61,1202514897,"(-122.0949,37.6466)",45
-61,1202514912,"(-122.0949,37.6466)",47
-61,1202515036,"(-122.0949,37.6466)",49
-61,1202515096,"(-122.0949,37.6466)",48
-61,1202515156,"(-122.0949,37.6466)",43
-61,1202515372,"(-122.0949,37.6466)",57
-61,1202515482,"(-122.0949,37.6466)",49
-61,1202515533,"(-122.0949,37.6466)",52
-61,1202515561,"(-122.0949,37.6466)",55
